,Input.save_dir,ocr,boundingBoxes
6021,data/dental/OralRadiologyNBDEPartII/5/slide_013.jpg,common errors elongation most common error cone cut underexposed overexposed double exposure,"[{""height"":195,""label"":""Image"",""left"":1009,""top"":194,""width"":271},{""height"":182,""label"":""Image"",""left"":724,""top"":120,""width"":246},{""height"":209,""label"":""Image"",""left"":708,""top"":329,""width"":284},{""height"":254,""label"":""Image"",""left"":1001,""top"":448,""width"":212},{""height"":191,""label"":""Image"",""left"":443,""top"":518,""width"":287}]"
6022,data/dental/OralPathologyNBDEPartII/20/slide_002.jpg,one of the primary etiologic agents of aphthous stomatitis is proposed to be a cytomegalovirus b staphylococcus c herpes simplex d human leukocyte antigen e candidiasis,"[{""height"":109,""label"":""Image"",""left"":1,""top"":1,""width"":137}]"
6023,data/dental/ProsthodonticsNBDEPartII/13/slide_007.jpg,ring clasp used when undercut is adjacent to bes,"[{""height"":441,""label"":""Image"",""left"":479,""top"":455,""width"":492}]"
6024,data/dental/PatientManagementNBDEPartII/11/slide_005.jpg,which of the following is an effective community prevention program a brushing twice a day b flossing once a day c regular dental sealant program e lowsugar diet,"[{""height"":107,""label"":""Image"",""left"":0,""top"":2,""width"":144}]"
6025,data/dental/OralPathologyNBDEPartII/06/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreactive mucosal lesionsinfections mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal lesionsmalignant ct tumorsbenign ct tumorsmalignant salivary gland diseasesreactive salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts odontogenic tumors bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions,[]
6026,data/dental/OralPathologyNBDEPartII/06/slide_000.jpg,,"[{""height"":351,""label"":""Image"",""left"":275,""top"":120,""width"":439}]"
6027,data/dental/OralRadiologyNBDEPartII/5/slide_010.jpg,submentovertex view base projection of skull best film to visualize basilar skull and zygomatic fractures,"[{""height"":317,""label"":""Diagram"",""left"":237,""top"":403,""width"":242},{""height"":476,""label"":""Diagram"",""left"":773,""top"":160,""width"":405}]"
6028,data/dental/ProsthodonticsNBDEPartII/13/slide_016.jpg,clasp selection wrought wire used for periodontally compromised and endotreated teeth bes use akers clasps with rest seats located adjacent to edentulous space distal extension use in order of preference rpi rpa and wrought wire,[]
6029,data/dental/PatientManagementNBDEPartII/11/slide_014.jpg,an amalgam restoration a primary prevention b secondary prevention c tertiary prevention d unsafe,"[{""height"":114,""label"":""Image"",""left"":1,""top"":0,""width"":135}]"
6030,data/dental/OralPathologyNBDEPartII/20/slide_013.jpg,wo cystic radiolucencies in the mandible of a yearold boy were lined by thin parakeratinized epithelium showing palisading of basal cells all teeth were vital and the patient had no symptoms this patient most likely has which of the following a periapical granulomas mon odontogenic keratocysts periapical cysts traumatic bone cysts ossifying fibromas,"[{""height"":103,""label"":""Image"",""left"":5,""top"":5,""width"":136}]"
6031,data/dental/OralPathologyNBDEPartII/06/slide_007.jpg,oral melanoma malignancy of melanocytes highrisk sites are palate and gingiva survival for skin is greater than but less than for oral lesions,"[{""height"":261,""label"":""Image"",""left"":311,""top"":430,""width"":350}]"
6032,data/dental/PatientManagementNBDEPartII/11/slide_013.jpg,fluoride supplementation for a child who lives in a nonfluoridated community can best be accomplished by initially prescribing fluoride tablets evel a raking water ne fluoride fluoride drops fluoride mouth rinses fluoride toothpaste,"[{""height"":169,""label"":""Table"",""left"":419,""top"":317,""width"":545},{""height"":109,""label"":""Image"",""left"":3,""top"":3,""width"":138}]"
6033,data/dental/ProsthodonticsNBDEPartII/13/slide_011.jpg,,"[{""height"":653,""label"":""Image"",""left"":476,""top"":246,""width"":482}]"
6034,data/dental/OralPathologyNBDEPartII/06/slide_004.jpg,verrucous carcinoma tobacco and hpv and are causes slowgrowing malignancy tx excision,"[{""height"":218,""label"":""Image"",""left"":335,""top"":437,""width"":312}]"
6035,data/dental/OralPathologyNBDEPartII/20/slide_014.jpg,when a diagnosis of odontogenic keratocyst is made the patient should be advised regarding a need for fullmouth extractions b association with colonic polyps c associated recurrence rate d likelihood of malignant e need for additional laboratory studies,"[{""height"":108,""label"":""Image"",""left"":1,""top"":1,""width"":135}]"
6036,data/dental/PatientManagementNBDEPartII/11/slide_004.jpg,the section of a scientific article provides the reader with detailed information regarding the study design a abstract b background c introduction d methods e discussion,"[{""height"":107,""label"":""Image"",""left"":3,""top"":5,""width"":134}]"
6037,data/dental/OralRadiologyNBDEPartII/5/slide_008.jpg,waters view angled pa ceph of skull best film of paranasal sinuses,"[{""height"":470,""label"":""Image"",""left"":802,""top"":165,""width"":425},{""height"":351,""label"":""Diagram"",""left"":211,""top"":336,""width"":410}]"
6038,data/dental/ProsthodonticsNBDEPartII/19/slide_006.jpg,brittle fractures easily without substantial dimensional changes porcelain is prime example fracture ductile stress strain,"[{""height"":489,""label"":""Diagram"",""left"":434,""top"":572,""width"":596}]"
6039,data/dental/OralPathologyNBDEPartII/06/slide_003.jpg,cancer stages dysplasia precancer carcinoma ih situ all of the epithelium is affected malignant neoplasm cancer as soon as it invades past the basement membrane local invasion connective tissue metastasis access to blood or lymph to travel around body invasive cancer,"[{""height"":228,""label"":""Diagram"",""left"":252,""top"":473,""width"":484}]"
6040,data/dental/OralPathologyNBDEPartII/18/slide_004.jpg,ewings sarcoma sarcoma of long bones involving round cells seldom affects the jaws affects children involves swelling,"[{""height"":205,""label"":""Image"",""left"":641,""top"":243,""width"":321},{""height"":283,""label"":""Image"",""left"":300,""top"":430,""width"":388}]"
6041,data/dental/OralRadiologyNBDEPartII/5/slide_006.jpg,cephalometric lateral relationship of teeth jaws treatment changes growth posterioranterior pa asymmetry,"[{""height"":277,""label"":""Image"",""left"":868,""top"":121,""width"":359},{""height"":293,""label"":""Image"",""left"":896,""top"":411,""width"":297}]"
6042,data/dental/PatientManagementNBDEPartII/11/slide_003.jpg,during an informal session of motivational interviewing your patient says i dont have time to quit smoking what stage of behavior change is he or she in a precontemplation sable behavior b contemplation c preparation d e action contemplation relapse maintenance preparation stages of change model,"[{""height"":329,""label"":""Diagram"",""left"":445,""top"":334,""width"":495},{""height"":112,""label"":""Image"",""left"":1,""top"":1,""width"":139}]"
6043,data/dental/OralPathologyNBDEPartII/06/slide_002.jpg,cancer types carcinoma epithelial sarcoma mesenchymal ct leukemia blood lymphoma lymphatic,[]
6044,data/dental/ProsthodonticsNBDEPartII/19/slide_001.jpg,compressive strength ability to resist fracture during compression,"[{""height"":224,""label"":""Image"",""left"":449,""top"":694,""width"":537}]"
6045,data/dental/OralRadiologyNBDEPartII/5/slide_001.jpg,directintraoral indirectextraoral periapical pa panoramic pan bitewing bw cephalometric ceph occlusal cone beam computed tomography cbct,"[{""height"":362,""label"":""Image"",""left"":40,""top"":342,""width"":453},{""height"":352,""label"":""Image"",""left"":515,""top"":349,""width"":731}]"
6046,data/dental/OralPathologyNBDEPartII/18/slide_003.jpg,chondrosarcoma sarcoma of jaws where new cartilage is produced by tumor cells same presentation and treatment as previous more common involving condyle due to cartilaginous origin,"[{""height"":257,""label"":""Image"",""left"":321,""top"":454,""width"":344}]"
6047,data/dental/OralPathologyNBDEPartII/06/slide_005.jpg,squamous cell carcinoma caused by oncogenes or inactivation of tumor suppressor genes increased incidence of oropharyngeal scc associated with hpv and survival is about plummervinson syndrome mucosal atrophy dysphagia iron deficiency anemia increased risk of oral cancer tx excision or radiation,"[{""height"":247,""label"":""Image"",""left"":314,""top"":473,""width"":362}]"
6048,data/dental/ProsthodonticsNBDEPartII/19/slide_008.jpg,malleability deforms easily under compressive stress gold is prime example,[]
6049,data/dental/OralPathologyNBDEPartII/18/slide_002.jpg,osteosarcoma sarcoma of jaws where new bone is produced by tumor cells sunburst pattern survival is tx resection and chemotherapy,"[{""height"":268,""label"":""Image"",""left"":222,""top"":445,""width"":532}]"
6050,data/dental/OralRadiologyNBDEPartII/5/slide_011.jpg,bisecting angle technique central ray of xray beam aimed perpendicular to the imaginary bisector between long axis of tooth and long axis of receptor long axis of the image receptor,"[{""height"":390,""label"":""Diagram"",""left"":657,""top"":207,""width"":599}]"
6051,data/dental/PatientManagementNBDEPartII/11/slide_012.jpg,which of the following is a component of the oars model a assertions b appraisals c affirmations d absolutes,"[{""height"":108,""label"":""Image"",""left"":1,""top"":3,""width"":136}]"
6052,data/dental/OralPathologyNBDEPartII/15/slide_005.jpg,osteoblastoma circumscribed opaque mass of bone and osteoblasts tx surgical excision,"[{""height"":330,""label"":""Image"",""left"":328,""top"":383,""width"":332}]"
6053,data/dental/ProsthodonticsNBDEPartII/19/slide_010.jpg,coefficient of thermal expansion measures the fractional change in size per degree change in temperature so higher cte means more tendency to change a possible break in the marginal seal of any restoration becomes imminent when there is a marked difference between the tooth and restorative material composite metal tooth ceramic composite unfilled resin is worst amalgam gold best tooth porcelain composite metol tooth ceramic,[]
6054,data/dental/OralRadiologyNBDEPartII/5/slide_000.jpg,,"[{""height"":453,""label"":""Image"",""left"":621,""top"":126,""width"":601}]"
6055,data/dental/OralPathologyNBDEPartII/18/slide_005.jpg,metastatic carcinoma pain swelling and especially paresthesia changes are noted breast lung kidney colon prostate,"[{""height"":336,""label"":""Image"",""left"":350,""top"":381,""width"":286}]"
6056,data/dental/OralPathologyNBDEPartII/15/slide_002.jpg,central ossifying fibroma composed of fibroblastic stroma in which foci of mineralized products are formed central bone wellcircumscribed radiolucency peripheral gum juvenile aggressive variant rapid growth younger patients similar in appearance and behavior to cementifying fibroma odontogenic tumor tx surgicalexcision,"[{""height"":224,""label"":""Image"",""left"":354,""top"":496,""width"":273}]"
6057,data/dental/ProsthodonticsNBDEPartII/19/slide_009.jpg,percentage elongation ability to be burnished contact stress locally exceeds the yield strength of the material gold is prime example,"[{""height"":399,""label"":""Image"",""left"":472,""top"":657,""width"":525}]"
6058,data/dental/OralRadiologyNBDEPartII/5/slide_007.jpg,cone beam computed tomography endodontics orthodontics tmj hard tissue only pathology ca ar a sagittal,"[{""height"":440,""label"":""Diagram"",""left"":506,""top"":158,""width"":757}]"
6059,data/dental/OralPathologyNBDEPartII/15/slide_003.jpg,fibrous dysplasia groundglass appearance usually stops growing after puberty mccunealbright syndrome polyostotic more than one bone fibrous dysplasia cutaneous café au lait spots endocrine abnormalities like precocious puberty tx surgical recontouring for cosmetics,"[{""height"":245,""label"":""Image"",""left"":314,""top"":475,""width"":341}]"
6060,data/dental/OralPathologyNBDEPartII/18/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreactive mucosal lesionsinfections mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal lesionsmalignant ct tumorsbenign ct tumorsmalignant salivary gland diseasesreactive salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts odontogenic tumors bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions,[]
6061,data/dental/PatientManagementNBDEPartII/11/slide_015.jpg,ryan is a young child who consistently presents as an anxious hypervigilant and upset during dental visits ryan is often accompanied by his parent who appears to very concerned about the child and wants to be involved at all times in her evaluation and treatment during this visit ryans treatment requires an injection and rubber dam application which you anticipate may lead to increased anxiety which strategy would be least effective in completing the rubber dam application a c mo tellshowdo distraction ask child to be a helper structure time rehearsals,"[{""height"":105,""label"":""Image"",""left"":0,""top"":3,""width"":142}]"
6062,data/dental/OralRadiologyNBDEPartII/5/slide_009.jpg,townes view angled pa ceph of skull best film to visualize condyles,"[{""height"":329,""label"":""Diagram"",""left"":92,""top"":353,""width"":418},{""height"":397,""label"":""Diagram"",""left"":772,""top"":197,""width"":394}]"
6063,data/dental/OralPathologyNBDEPartII/15/slide_004.jpg,periapical cementoosseous dysplasia pcod reactive process of unknown origin most common at apices of mandibular anterior teeth most common in middleaged black female teeth are vital lucent opaque tx none,"[{""height"":275,""label"":""Image"",""left"":391,""top"":445,""width"":200}]"
6064,data/dental/OralPathologyNBDEPartII/18/slide_000.jpg,,"[{""height"":363,""label"":""Image"",""left"":267,""top"":123,""width"":452}]"
6065,data/dental/PatientManagementNBDEPartII/11/slide_016.jpg,ryan has a strong gag reflex during xray procedures you suggest he take several xray packets home and practice holding the packets in his mouth for increasingly longer periods of time which of the following techniques does this best exemplify social reinforcement systematic desensitization modeling guided imagery behavioral learning,"[{""height"":159,""label"":""Image"",""left"":631,""top"":467,""width"":297},{""height"":107,""label"":""Image"",""left"":0,""top"":2,""width"":141}]"
6066,data/dental/OralPathologyNBDEPartII/15/slide_000.jpg,,"[{""height"":364,""label"":""Image"",""left"":255,""top"":119,""width"":480}]"
6067,data/dental/OralRadiologyNBDEPartII/2/slide_006.jpg,inverse square law further from source less photons per unit area operator should be at least feet away from source,"[{""height"":400,""label"":""Diagram"",""left"":101,""top"":294,""width"":649}]"
6068,data/dental/OralPathologyNBDEPartII/12/slide_005.jpg,leukemia neoplasm of bone marrow cells lymphocytes nk cells granulocytes and megakaryocytes classification based on cell lineage myeloid or lymphoid and whether the disease is acute or chronic cll three clinical signs are bleeding platelets fatigue rbcs and infection wbcs all children are chill,[]
6069,data/dental/OralPathologyNBDEPartII/15/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreactive mucosal lesionsinfections mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal lesionsmalignant ct tumorsbenign ct tumorsmalignant salivary gland diseasesreactive salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts odontogenic bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions,[]
6070,data/dental/OralRadiologyNBDEPartII/2/slide_001.jpg,definitions intensity energy quantity of electrons quality of electrons number of photons energy of photons density darkness of the contrast difference among image gray values,"[{""height"":199,""label"":""Image"",""left"":711,""top"":472,""width"":485},{""height"":190,""label"":""Image"",""left"":90,""top"":473,""width"":492}]"
6071,data/dental/OrthodonticsNBDEPartII/08/slide_009.jpg,alignment symmetry severe crowding crowding tx serial extraction,"[{""height"":255,""label"":""Image"",""left"":159,""top"":350,""width"":640}]"
6072,data/dental/PatientManagementNBDEPartII/11/slide_011.jpg,which of the following is an arrangement between a plan and a group of dentists whereby the providers agree to accept certain payments usually less than their usual fees in anticipation of a higher volume of patients ppo capitation hmo medicare none of the above moodd,"[{""height"":103,""label"":""Image"",""left"":5,""top"":5,""width"":128}]"
6073,data/dental/OralRadiologyNBDEPartII/2/slide_008.jpg,flashlight distance pencil wall,"[{""height"":556,""label"":""Diagram"",""left"":5,""top"":49,""width"":1234}]"
6074,data/dental/OralPathologyNBDEPartII/12/slide_002.jpg,hodgkins lymphoma reedsternberg cells malignant b cells very rare in the oral cavity tx chemoradio normal lymphocyte,"[{""height"":310,""label"":""Diagram"",""left"":263,""top"":365,""width"":468}]"
6075,data/dental/OralPathologyNBDEPartII/11/slide_000.jpg,,"[{""height"":335,""label"":""Image"",""left"":277,""top"":135,""width"":430}]"
6076,data/dental/OrthodonticsNBDEPartII/08/slide_007.jpg,alignment symmetry impacted teeth kurols rule canine not past midline of of chance of eruption canine past midline of lateral chance of eruption,"[{""height"":235,""label"":""Image"",""left"":621,""top"":107,""width"":324},{""height"":259,""label"":""Diagram"",""left"":653,""top"":360,""width"":265}]"
6077,data/dental/OralRadiologyNBDEPartII/2/slide_010.jpg,summary density density density contrast density contrast density,"[{""height"":332,""label"":""Table"",""left"":149,""top"":207,""width"":1027}]"
6078,data/dental/OralPathologyNBDEPartII/12/slide_003.jpg,nonhodgkins lymphoma nhl neoplasm of b or t cells burkitts lymphomaz type of b cell nhl with bone marrow involvement swelling pain tooth mobility lip paresthesia and halts root development tx chemoradio,"[{""height"":197,""label"":""Diagram"",""left"":342,""top"":489,""width"":297}]"
6079,data/dental/PatientManagementNBDEPartII/11/slide_000.jpg,management,"[{""height"":327,""label"":""Image"",""left"":20,""top"":102,""width"":422}]"
6080,data/dental/OralPathologyNBDEPartII/11/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreactive mucosal lesionsinfections mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal lesionsmalignant ct tumorsbenign ct tumorsmalignant salivary gland diseasesreactive salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts odontogenic tumors bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions,[]
6081,data/dental/OrthodonticsNBDEPartII/08/slide_000.jpg,,"[{""height"":432,""label"":""Image"",""left"":366,""top"":144,""width"":546}]"
6082,data/dental/OralPathologyNBDEPartII/12/slide_004.jpg,multiple myeloma also called plasma cell myeloma because it involves neoplasm of antibodysecreting b cells aka plasma cells multiple punched out radiolucencies usually in skull amyloidosis due to accumulation of complex amyloid proteins that develop from antibody light chains tx chemotherapy poor prognosis,"[{""height"":250,""label"":""Image"",""left"":366,""top"":445,""width"":264}]"
6083,data/dental/OralRadiologyNBDEPartII/2/slide_009.jpg,geometry umbra is the shadow behind an image penumbra is the side shadow focal spot size fss focal sourcetoobject distancesod penumbra objecttoimage distance oid ess blur,"[{""height"":242,""label"":""Diagram"",""left"":685,""top"":240,""width"":579},{""height"":194,""label"":""Equation"",""left"":43,""top"":463,""width"":575}]"
6084,data/ml-1/MultimodalMachineLearning/17/slide_029.jpg,what is the best way to integrate the position embedding pe incorporation kernel form nmt bleu directsum kexpfa lookup table l fx product fy fic ay product fic vai with fx exp and can kernels be used as a fusion mechanism for late fusion m university,"[{""height"":455,""label"":""Diagram"",""left"":9,""top"":115,""width"":212},{""height"":335,""label"":""Table"",""left"":222,""top"":201,""width"":627}]"
6085,data/dental/PatientManagementNBDEPartII/11/slide_007.jpg,what is an example of a conditioned stimulus for a dental patient that had a previous bad experience a dental chair b high blood pressure c intrinsic fear d anxiety of parent us,"[{""height"":108,""label"":""Image"",""left"":4,""top"":1,""width"":129},{""height"":298,""label"":""Diagram"",""left"":465,""top"":271,""width"":499}]"
6086,data/dental/OralPathologyNBDEPartII/11/slide_002.jpg,mucoepidermoid carcinoma most common salivary gland malignancy composed of mucous and epithelial cells,"[{""height"":259,""label"":""Image"",""left"":319,""top"":395,""width"":347}]"
6087,data/dental/OralRadiologyNBDEPartII/2/slide_000.jpg,,"[{""height"":450,""label"":""Image"",""left"":632,""top"":128,""width"":592}]"
6088,data/dental/OrthodonticsNBDEPartII/05/slide_000.jpg,,"[{""height"":420,""label"":""Image"",""left"":375,""top"":148,""width"":542}]"
6089,data/dental/OralPathologyNBDEPartII/12/slide_000.jpg,,"[{""height"":347,""label"":""Image"",""left"":277,""top"":125,""width"":431}]"
6090,data/ml-1/MultimodalMachineLearning/17/slide_027.jpg,other kernels exist histogram intersection kernel good for histogram features string kernels specifically for text and sentence features proximity distribution kernel spatial pyramid matching kernel carnegie mellon university,[]
6091,data/dental/PatientManagementNBDEPartII/11/slide_009.jpg,which technique is typically not useful in treating an anxious patient a using less structure in establishing rapport b reassuring the patient by telling the patient not to worry c providing reasons before asking for sensitive information d using empathy e making expectations clear,"[{""height"":111,""label"":""Image"",""left"":2,""top"":2,""width"":136}]"
6092,data/dental/OralRadiologyNBDEPartII/2/slide_007.jpg,distance filmsensor xray anode tooth source to object distance sob a object to image distance source to image distance ffd,"[{""height"":639,""label"":""Diagram"",""left"":2,""top"":50,""width"":1265}]"
6093,data/dental/OrthodonticsNBDEPartII/05/slide_007.jpg,controlled tipping partially tipped and partially translated ideal controlled tipping force is,"[{""height"":282,""label"":""Diagram"",""left"":393,""top"":427,""width"":164}]"
6094,data/dental/OralPathologyNBDEPartII/12/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreagtive mucosal mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal lesions alignant ct ct salivary gland di salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts m a lt odontogenic tumors bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions n nant asesreactive,[]
6095,data/dental/OralPathologyNBDEPartII/11/slide_004.jpg,adenoid cystic carcinoma cribriform or swiss cheese microscopic pattern survival is survival is,"[{""height"":305,""label"":""Image"",""left"":353,""top"":374,""width"":279},{""height"":232,""label"":""Image"",""left"":647,""top"":395,""width"":309}]"
6096,data/dental/OrthodonticsNBDEPartII/05/slide_009.jpg,root torque crown barely moves and the root moves in the direction of force ideal uprighting force is,"[{""height"":273,""label"":""Diagram"",""left"":401,""top"":431,""width"":147}]"
6097,data/dental/PatientManagementNBDEPartII/11/slide_010.jpg,the variance for data set a is and for data set b is we can conclude that a b cc there are more items in data set a than data set b the mean of data set b is smaller than the mean of data set b the items in data set a are more widely spread about the mean value than the items in data set b the standard deviation for data set b is larger than the standard deviation for data set a none of the above,"[{""height"":107,""label"":""Image"",""left"":3,""top"":1,""width"":133}]"
6098,data/dental/OralPathologyNBDEPartII/01/slide_025.jpg,nasopalatine duct cyst heartshaped radiolucency in nasopalatine canal caused by cystification of canal remnants tx excision,"[{""height"":284,""label"":""Image"",""left"":527,""top"":734,""width"":412}]"
6099,data/ml-1/MultimodalMachineLearning/17/slide_020.jpg,,"[{""height"":458,""label"":""Diagram"",""left"":60,""top"":116,""width"":680}]"
6100,data/dental/OralRadiologyNBDEPartII/2/slide_004.jpg,nurnber cf filtration increases mean beam energy beam beam al ther involves aluminum removes lower energy photons from the beam to reduce patient exposure conceptually similar to beam hardening,"[{""height"":394,""label"":""Diagram"",""left"":151,""top"":279,""width"":553}]"
6101,data/dental/OralPathologyNBDEPartII/11/slide_003.jpg,polymorphous lowgrade adenocarcinoma plga second most common salivary gland malignancy for minor glands adeno prefix referring to gland,"[{""height"":314,""label"":""Image"",""left"":283,""top"":382,""width"":409}]"
6102,data/ml-1/MultimodalMachineLearning/17/slide_031.jpg,pick a family of kernels and learn which kernels are important for the classification case for example a set of rbf and polynomial kernels,"[{""height"":292,""label"":""Diagram"",""left"":346,""top"":195,""width"":490}]"
6103,data/dental/PatientManagementNBDEPartII/11/slide_008.jpg,which of the following is not included in the american dental association code of conduct licensure by credentials advertising slander fees patient care,"[{""height"":109,""label"":""Image"",""left"":1,""top"":1,""width"":139}]"
6104,data/dental/OrthodonticsNBDEPartII/05/slide_016.jpg,deleterious effects more force correlates with more deleterious effects mobility pdl is temporarily widened pain pdl undergoes necrosis and remodeling inflammation usually from poor oral hygiene rarely from nickel allergy pulp loss of vitality only concern for traumatized teeth and extreme movements mortazavi et al,"[{""height"":234,""label"":""Image"",""left"":228,""top"":457,""width"":528}]"
6105,data/dental/OralRadiologyNBDEPartII/2/slide_003.jpg,relative number of photons tube potential kvp o so photon energy kev affects intensity and energy too high too gray not enough contrast mostly compton scattering too low too light very high contrast mostly photoelectric,"[{""height"":402,""label"":""Diagram"",""left"":109,""top"":282,""width"":653}]"
6106,data/dental/OralPathologyNBDEPartII/08/slide_001.jpg,oral pathology developmental conditions mucosal lesionsreactive mucosal lesionsinfections mucosal lesionsimmunologic diseases mucosal lesionspremalignant mucosal ct tumorsbenign ct tumorsmalignant salivary gland diseasesreactive salivary gland diseasesbenign salivary gland diseasesmalignant lymphoid neoplasms odontogenic cysts odontogenic tumors bone lesionsfibroosseous bone lesionsgiant cell bone lesionsinflammatory bone lesionsmalignant hereditary conditions,[]
6107,data/ml-1/MultimodalMachineLearning/17/slide_036.jpg,relatedness through cooccurrences word pair objhyp context glove sweet dessert oss b purple hosierysock aeroplane bench on laptopdesk windowdoor thighankle since vico is learned from multiple types of cooccurrences it is hypothesized to provide a richer sense of relatedness carnegie mellon ur y,"[{""height"":409,""label"":""Table"",""left"":36,""top"":48,""width"":747}]"
6108,data/dental/OralPathologyNBDEPartII/01/slide_022.jpg,branchial cyst lateral neck swelling epithelial cyst within lymph node of neck,"[{""height"":365,""label"":""Image"",""left"":519,""top"":617,""width"":436}]"
6109,data/dental/OralRadiologyNBDEPartII/2/slide_002.jpg,exposure time s affects intensity setting that is most frequently changed too long too dark exposure overexposed too short noisy underexposed exposure relative number of photons a o photon energy,"[{""height"":415,""label"":""Diagram"",""left"":90,""top"":278,""width"":632}]"
6110,data/dental/OralPathologyNBDEPartII/08/slide_000.jpg,,"[{""height"":330,""label"":""Image"",""left"":263,""top"":134,""width"":453}]"
6111,data/dental/PatientManagementNBDEPartII/11/slide_006.jpg,which method of sterilization is least likely to dull and corrode carbide instruments a glutaraldehyde b steam heat c dry heat d ethylene oxide,"[{""height"":108,""label"":""Image"",""left"":4,""top"":4,""width"":134}]"
6112,data/dental/OrthodonticsNBDEPartII/05/slide_011.jpg,extrusion pulling a tooth gently out of its socket compresses the areas similar to tipping due to irregularly shaped root ideal extruding force is,"[{""height"":292,""label"":""Diagram"",""left"":409,""top"":420,""width"":146}]"
6113,data/dental/OralPathologyNBDEPartII/01/slide_019.jpg,dermoid cyst mass in midline floor of mouth if above mylohyoid mass in upper neck if below mylohyoid contains adnexal structures like hair and sebaceous glands doughy consistency,"[{""height"":353,""label"":""Image"",""left"":452,""top"":709,""width"":526}]"
6114,data/ml-1/MultimodalMachineLearning/17/slide_038.jpg,sentiment encoder t today was a great day carnegie university,"[{""height"":296,""label"":""Diagram"",""left"":29,""top"":186,""width"":768}]"
6115,data/dental/OralRadiologyNBDEPartII/2/slide_005.jpg,collimation involves reduces beam size round or rectangular to reduce patient exposure rectangular collimation is pest method to reduce radiation dose indicating pid,"[{""height"":328,""label"":""Image"",""left"":224,""top"":322,""width"":245},{""height"":307,""label"":""Diagram"",""left"":12,""top"":334,""width"":209},{""height"":328,""label"":""Diagram"",""left"":494,""top"":332,""width"":296}]"
6116,data/dental/PatientManagementNBDEPartII/11/slide_001.jpg,patient management professional responsibility liability code of ethics legal terms communication and interpersonal skills health behavior change stages of change behavioral learning anxiety and pain control epidemiology prevention of oral diseases fluoride oral hygiene evaluation of dental literature hierarchy of evidence study design biostatistics infection control materials and equipment safety dental care delivery systems insurance terms fraud terms disabled and medically compromised,[]
6117,data/dental/OralPathologyNBDEPartII/08/slide_004.jpg,kaposis sarcoma malignant proliferation of endothelial cells caused by and most commonly seen as a complication of aids purple lesion,"[{""height"":235,""label"":""Image"",""left"":343,""top"":445,""width"":293}]"
6118,data/dental/OralRadiologyNBDEPartII/6/slide_001.jpg,interpretation principles know what normal is compare right and left sides categorize the disease or abnormality start globally then go locally,[]
6119,data/dental/OrthodonticsNBDEPartII/05/slide_008.jpg,bodily movement moves the crown and root equally in the same direction entire pdl area is loaded so there is equal compression all along one side of the root ideal bodily force is,"[{""height"":282,""label"":""Image"",""left"":388,""top"":422,""width"":167}]"
6120,data/ml-1/MultimodalMachineLearning/17/slide_044.jpg,a research trend fewshot learning and weakly supervised,[]
6121,data/dental/OralPathologyNBDEPartII/08/slide_003.jpg,neurofibrosarcoma also known as malignant peripheral nerve sheath tumor malignant proliferation of schwann cells,[]
6122,data/dental/PatientManagementNBDEPartII/05/slide_004.jpg,gingival index uses four surfaces on six indicator teeth o normal gingiva mild inflammation moderate inflammation severe inflammation ulcerated tissue with tendency toward spontaneous bleeding,"[{""height"":259,""label"":""Image"",""left"":375,""top"":442,""width"":244}]"
6123,data/dental/OrthodonticsNBDEPartII/05/slide_006.jpg,uncontrolled tipping crown goes in direction of force and root goes opposite direction heaviest pressure felt at the root apex and crest of alveolar bone ideal uncontrolled tipping force is,"[{""height"":276,""label"":""Image"",""left"":405,""top"":430,""width"":149}]"
6124,data/ml-1/MultimodalMachineLearning/17/slide_043.jpg,carnegie mellon university,"[{""height"":94,""label"":""Image"",""left"":240,""top"":146,""width"":132},{""height"":91,""label"":""Image"",""left"":241,""top"":269,""width"":132},{""height"":95,""label"":""Image"",""left"":243,""top"":390,""width"":132},{""height"":375,""label"":""Table"",""left"":373,""top"":128,""width"":207}]"
